ThreadPool initialized
Core initialized : 0
Core initialized : 1
Core initialized : 2
Core initialized : 3
System initialized
EventQueue initialized
Sim initialized
Metric initialized

Simulation starting...

|-----------------------------------------------------|
|simTime   |eventType           |requestId |coreId    |
|432       |PREEMPTION          |27        |2         |
|432       |CONTEXT_SWITCH      |55        |3         |
|432       |CONTEXT_SWITCH      |56        |2         |
|437       |PREEMPTION          |10        |0         |
|437       |PREEMPTION          |4         |1         |
|437       |CONTEXT_SWITCH      |3         |0         |
|437       |CONTEXT_SWITCH      |9         |1         |
|442       |PREEMPTION          |55        |3         |
|442       |PREEMPTION          |56        |2         |
|442       |CONTEXT_SWITCH      |53        |3         |
|442       |CONTEXT_SWITCH      |54        |2         |
|447       |PREEMPTION          |3         |0         |
|447       |PREEMPTION          |9         |1         |
|447       |CONTEXT_SWITCH      |7         |0         |
|447       |CONTEXT_SWITCH      |8         |1         |
|452       |PREEMPTION          |53        |3         |
|452       |PREEMPTION          |54        |2         |
|452       |CONTEXT_SWITCH      |51        |3         |
|452       |CONTEXT_SWITCH      |52        |2         |
|457       |PREEMPTION          |7         |0         |
|457       |PREEMPTION          |8         |1         |
|457       |CONTEXT_SWITCH      |47        |0         |
|457       |CONTEXT_SWITCH      |48        |1         |
|462       |PREEMPTION          |51        |3         |
|462       |PREEMPTION          |52        |2         |
|462       |CONTEXT_SWITCH      |50        |3         |
|462       |CONTEXT_SWITCH      |49        |2         |
|467       |PREEMPTION          |47        |0         |
|467       |PREEMPTION          |48        |1         |
|467       |CONTEXT_SWITCH      |43        |0         |
|467       |CONTEXT_SWITCH      |44        |1         |
|472       |PREEMPTION          |50        |3         |
|472       |PREEMPTION          |49        |2         |
|472       |CONTEXT_SWITCH      |46        |3         |
|472       |CONTEXT_SWITCH      |45        |2         |
|477       |PREEMPTION          |43        |0         |
|477       |PREEMPTION          |44        |1         |
|477       |CONTEXT_SWITCH      |39        |0         |
|477       |CONTEXT_SWITCH      |40        |1         |
|482       |PREEMPTION          |46        |3         |
|482       |PREEMPTION          |45        |2         |
|482       |CONTEXT_SWITCH      |42        |3         |
|482       |CONTEXT_SWITCH      |41        |2         |
|487       |PREEMPTION          |39        |0         |
|487       |PREEMPTION          |40        |1         |
|487       |CONTEXT_SWITCH      |35        |0         |
|487       |CONTEXT_SWITCH      |36        |1         |
|492       |PREEMPTION          |42        |3         |
|492       |PREEMPTION          |41        |2         |
|492       |CONTEXT_SWITCH      |38        |3         |
|492       |CONTEXT_SWITCH      |37        |2         |
|497       |PREEMPTION          |35        |0         |
|497       |PREEMPTION          |36        |1         |
|497       |CONTEXT_SWITCH      |31        |0         |
|497       |CONTEXT_SWITCH      |32        |1         |
|502       |PREEMPTION          |38        |3         |
|502       |PREEMPTION          |37        |2         |
|502       |CONTEXT_SWITCH      |34        |3         |
|502       |CONTEXT_SWITCH      |33        |2         |
|507       |PREEMPTION          |31        |0         |
|507       |PREEMPTION          |32        |1         |
|507       |CONTEXT_SWITCH      |25        |0         |
|507       |CONTEXT_SWITCH      |26        |1         |
|512       |PREEMPTION          |34        |3         |
|512       |PREEMPTION          |33        |2         |
|512       |CONTEXT_SWITCH      |5         |3         |
|512       |CONTEXT_SWITCH      |12        |2         |
